,source,target,co-occurrence_count,translation_score
0,abend,and,4,3.2097216484005193e-41
1,abend,called,2,3.2097216484005193e-41
2,abend,darkness,1,3.2097216484005193e-41
3,abend,day,2,3.2097216484005193e-41
4,abend,evening,1,4.182222972309775e-16
5,abend,first,1,3.2097216484005193e-41
6,abend,god,1,3.2097216484005193e-41
7,abend,he,1,3.2097216484005193e-41
8,abend,light,1,3.2097216484005193e-41
9,abend,morning,1,3.2097216484005193e-41
10,abend,night,1,3.2097216484005193e-41
11,abend,the,5,0.04574617476024338
12,abend,were,1,3.2097216484005193e-41
13,am,and,1,2.696010048902261e-44
14,am,beginning,1,3.3887619850170754e-44
15,am,created,1,3.3887619850170754e-44
16,am,earth,1,2.696010048902261e-44
17,am,god,1,2.696010048902261e-44
18,am,heaven,1,3.3887619850170754e-44
19,am,in,1,0.9109447440879194
20,am,the,3,0.0025948731870579886
21,anfang,and,1,2.828980121632878e-44
22,anfang,beginning,1,0.9109447440879194
23,anfang,created,1,3.3887619850170754e-44
24,anfang,earth,1,2.828980121632878e-44
25,anfang,god,1,2.828980121632878e-44
26,anfang,heaven,1,3.3887619850170754e-44
27,anfang,in,1,3.3887619850170754e-44
28,anfang,the,3,0.00045581297153797826
29,auf,and,8,3.5240180370426096e-45
30,auf,darkness,2,1.140359289417608e-44
31,auf,deep,2,1.54658685774318e-41
32,auf,earth,2,1.2248831178135886e-44
33,auf,face,4,0.31469046950234386
34,auf,form,2,1.54658685774318e-41
35,auf,god,2,4.967283679763376e-45
36,auf,moved,2,1.54658685774318e-41
37,auf,of,6,0.3608695435970642
38,auf,spirit,2,1.54658685774318e-41
39,auf,the,12,0.0012653378537037046
40,auf,upon,4,0.17462546862067302
41,auf,void,2,1.54658685774318e-41
42,auf,was,4,6.054029172683512e-45
43,auf,waters,2,2.9856139740007055e-44
44,auf,without,2,1.54658685774318e-41
45,aus,and,4,3.1692328593453443e-44
46,aus,called,2,3.1692328593453443e-44
47,aus,darkness,1,3.1692328593453443e-44
48,aus,day,2,3.1692328593453443e-44
49,aus,evening,1,0.8330326930521595
50,aus,first,1,3.1692328593453443e-44
51,aus,god,1,3.1692328593453443e-44
52,aus,he,1,2.3775972047277766e-41
53,aus,light,1,3.1692328593453443e-44
54,aus,morning,1,2.3775972047277766e-41
55,aus,night,1,2.3775972047277766e-41
56,aus,the,5,0.04574619240993952
57,aus,were,1,2.3775972047277766e-41
58,da,and,6,0.1033823692201979
59,da,called,2,1.3141273529764346e-44
60,da,darkness,2,1.3141273529764346e-44
61,da,day,2,1.3141273529764346e-44
62,da,divided,1,5.237429990522325e-44
63,da,evening,1,2.3775972047277766e-41
64,da,first,1,3.0258102895763997e-44
65,da,from,1,3.1093884419981067e-44
66,da,god,3,1.3141273529764346e-44
67,da,good,1,0.3532447361767007
68,da,he,1,2.3775972047277766e-41
69,da,it,1,3.1093884419981067e-44
70,da,light,3,1.3141273529764346e-44
71,da,morning,1,2.3775972047277766e-41
72,da,night,1,0.26378371964128133
73,da,saw,1,1.3141273529764346e-44
74,da,that,1,6.813989382420939e-41
75,da,the,8,6.9260502588048315e-06
76,da,was,1,1.3141273529764346e-44
77,da,were,1,2.3775972047277766e-41
78,das,and,8,8.081615099917022e-45
79,das,called,2,1.2801823742297671e-44
80,das,darkness,3,1.140359289417608e-44
81,das,day,2,1.2682192144647973e-44
82,das,divided,2,0.21659319578889819
83,das,evening,1,2.3775972047277766e-41
84,das,first,1,3.0258102895763997e-44
85,das,from,2,3.1093884419981067e-44
86,das,god,5,4.879833343967585e-07
87,das,good,2,6.813989382420939e-41
88,das,he,1,2.3775972047277766e-41
89,das,it,2,3.1093884419981067e-44
90,das,light,5,0.26245682292006023
91,das,morning,1,2.3775972047277766e-41
92,das,night,1,2.3775972047277766e-41
93,das,saw,2,1.2835921372567121e-44
94,das,that,2,0.2169028075039046
95,das,the,11,0.15967617248671018
96,das,was,2,8.081229685261774e-45
97,das,were,1,2.3775972047277766e-41
98,daß,and,2,1.31166966052278e-40
99,daß,darkness,1,1.31166966052278e-40
100,daß,divided,1,1.31166966052278e-40
101,daß,from,1,1.31166966052278e-40
102,daß,god,2,1.31166966052278e-40
103,daß,good,1,1.31166966052278e-40
104,daß,it,1,1.31166966052278e-40
105,daß,light,2,1.31166966052278e-40
106,daß,saw,1,0.3448665382128205
107,daß,that,1,1.31166966052278e-40
108,daß,the,3,1.31166966052278e-40
109,daß,was,1,1.31166966052278e-40
110,dem,and,4,1.54658685774318e-41
111,dem,darkness,1,1.54658685774318e-41
112,dem,deep,1,1.54658685774318e-41
113,dem,earth,1,1.54658685774318e-41
114,dem,face,2,1.54658685774318e-41
115,dem,form,1,1.54658685774318e-41
116,dem,god,1,1.54658685774318e-41
117,dem,moved,1,1.54658685774318e-41
118,dem,of,3,0.11547393156580406
119,dem,spirit,1,1.54658685774318e-41
120,dem,the,6,0.00045925142610616705
121,dem,upon,2,1.54658685774318e-41
122,dem,void,1,1.54658685774318e-41
123,dem,was,2,1.54658685774318e-41
124,dem,waters,1,1.54658685774318e-41
125,dem,without,1,1.54658685774318e-41
126,der,and,14,3.281363220917859e-45
127,der,called,2,1.2801823742297671e-44
128,der,darkness,4,1.140359289417608e-44
129,der,day,2,1.2682192144647973e-44
130,der,deep,2,0.08820745135700192
131,der,divided,1,5.237429990522325e-44
132,der,earth,2,1.2248831178135886e-44
133,der,evening,1,2.3775972047277766e-41
134,der,face,4,1.7752540795769687e-43
135,der,first,1,3.0258102895763997e-44
136,der,form,2,1.54658685774318e-41
137,der,from,1,3.1093884419981067e-44
138,der,god,5,4.967283679763376e-45
139,der,good,1,6.813989382420939e-41
140,der,he,1,2.3775972047277766e-41
141,der,it,1,3.1093884419981067e-44
142,der,light,3,3.281363220917859e-45
143,der,morning,1,2.3775972047277766e-41
144,der,moved,2,4.888990856305703e-11
145,der,night,1,2.3775972047277766e-41
146,der,of,6,0.009027938736151061
147,der,saw,1,1.2835921372567121e-44
148,der,spirit,2,0.08820745135700192
149,der,that,1,6.813989382420939e-41
150,der,the,20,0.5841401280850187
151,der,upon,4,1.3801748015471988e-33
152,der,void,2,1.54658685774318e-41
153,der,was,5,6.054029172683512e-45
154,der,waters,2,2.9856139740007055e-44
155,der,were,1,2.3775972047277766e-41
156,der,without,2,1.54658685774318e-41
157,die,and,8,0.5938438995168998
158,die,called,2,1.5005573611877436e-44
159,die,darkness,2,1.5005573611877436e-44
160,die,day,2,1.5005573611877436e-44
161,die,deep,1,1.54658685774318e-41
162,die,earth,1,1.5005573611877436e-44
163,die,evening,1,2.3775972047277766e-41
164,die,face,2,1.7752540795769687e-43
165,die,first,1,3.0258102895763997e-44
166,die,form,1,1.54658685774318e-41
167,die,god,2,1.5005573611877436e-44
168,die,he,1,2.3775972047277766e-41
169,die,light,1,1.5005573611877436e-44
170,die,morning,1,2.3775972047277766e-41
171,die,moved,1,1.54658685774318e-41
172,die,night,1,2.3775972047277766e-41
173,die,of,3,1.5005573611877436e-44
174,die,spirit,1,1.54658685774318e-41
175,die,the,11,0.04000996343825453
176,die,upon,2,1.54658685774318e-41
177,die,void,1,1.54658685774318e-41
178,die,was,2,1.5005573611877436e-44
179,die,waters,1,2.9856139740007055e-44
180,die,were,1,2.3775972047277766e-41
181,die,without,1,1.54658685774318e-41
182,erde,and,5,1.222359287002054e-44
183,erde,beginning,1,3.3887619850170754e-44
184,erde,created,1,3.3887619850170754e-44
185,erde,darkness,1,1.222359287002054e-44
186,erde,deep,1,1.54658685774318e-41
187,erde,earth,2,0.8862171549333484
188,erde,face,2,1.7752540795769687e-43
189,erde,form,1,1.54658685774318e-41
190,erde,god,2,1.222359287002054e-44
191,erde,heaven,1,3.3887619850170754e-44
192,erde,in,1,3.3887619850170754e-44
193,erde,moved,1,1.54658685774318e-41
194,erde,of,3,1.222359287002054e-44
195,erde,spirit,1,1.54658685774318e-41
196,erde,the,9,1.3883503167252055e-19
197,erde,upon,2,1.54658685774318e-41
198,erde,void,1,1.54658685774318e-41
199,erde,was,2,1.222359287002054e-44
200,erde,waters,1,2.9856139740007055e-44
201,erde,without,1,1.54658685774318e-41
202,erste,and,4,3.1093884419981067e-44
203,erste,called,2,3.1093884419981067e-44
204,erste,darkness,1,3.1093884419981067e-44
205,erste,day,2,3.1093884419981067e-44
206,erste,evening,1,2.3775972047277766e-41
207,erste,first,1,0.8358453827944569
208,erste,god,1,3.1093884419981067e-44
209,erste,he,1,2.3775972047277766e-41
210,erste,light,1,3.1093884419981067e-44
211,erste,morning,1,2.3775972047277766e-41
212,erste,night,1,2.3775972047277766e-41
213,erste,the,5,3.1093884419981067e-44
214,erste,were,1,2.3775972047277766e-41
215,es,and,8,0.0030129645659542933
216,es,be,2,3.568667272841636e-44
217,es,darkness,1,1.140359289417608e-44
218,es,deep,1,1.54658685774318e-41
219,es,earth,1,1.2248831178135886e-44
220,es,face,2,1.7752540795769687e-43
221,es,form,1,1.54658685774318e-41
222,es,god,3,8.281755466393364e-45
223,es,let,2,0.0017938045221535714
224,es,light,4,8.281755466393365e-45
225,es,moved,1,1.54658685774318e-41
226,es,of,3,8.281755466393364e-45
227,es,said,2,3.7911071997689216e-44
228,es,spirit,1,1.54658685774318e-41
229,es,the,6,8.281755466393364e-45
230,es,there,4,0.8013423449911544
231,es,upon,2,1.54658685774318e-41
232,es,void,1,1.54658685774318e-41
233,es,was,4,0.11172998918241318
234,es,waters,1,2.9856139740007055e-44
235,es,without,1,1.54658685774318e-41
236,finster,and,4,1.54658685774318e-41
237,finster,darkness,1,1.54658685774318e-41
238,finster,deep,1,1.54658685774318e-41
239,finster,earth,1,1.54658685774318e-41
240,finster,face,2,1.54658685774318e-41
241,finster,form,1,1.54658685774318e-41
242,finster,god,1,1.54658685774318e-41
243,finster,moved,1,1.54658685774318e-41
244,finster,of,3,1.5465868577431803e-41
245,finster,spirit,1,1.54658685774318e-41
246,finster,the,6,0.04574622903481879
247,finster,upon,2,1.54658685774318e-41
248,finster,void,1,1.54658685774318e-41
249,finster,was,2,1.54658685774318e-41
250,finster,waters,1,1.54658685774318e-41
251,finster,without,1,1.54658685774318e-41
252,finsternis,and,6,8.802639472040341e-45
253,finsternis,called,2,1.2801823742297671e-44
254,finsternis,darkness,2,0.8250579889718437
255,finsternis,day,2,1.2682192144647973e-44
256,finsternis,divided,1,5.237429990522325e-44
257,finsternis,evening,1,2.3775972047277766e-41
258,finsternis,first,1,3.0258102895763997e-44
259,finsternis,from,1,3.1093884419981067e-44
260,finsternis,god,3,8.802639472040341e-45
261,finsternis,good,1,6.813989382420939e-41
262,finsternis,he,1,0.13917038871962945
263,finsternis,it,1,3.1093884419981067e-44
264,finsternis,light,3,8.802639472040341e-45
265,finsternis,morning,1,2.3775972047277766e-41
266,finsternis,night,1,2.3775972047277766e-41
267,finsternis,saw,1,1.2835921372567121e-44
268,finsternis,that,1,6.813989382420939e-41
269,finsternis,the,8,7.596500191387484e-18
270,finsternis,was,1,8.802639472040341e-45
271,finsternis,were,1,2.3775972047277766e-41
272,geist,and,4,3.565920719878654e-44
273,geist,darkness,1,3.565920719878654e-44
274,geist,deep,1,1.54658685774318e-41
275,geist,earth,1,3.565920719878654e-44
276,geist,face,2,1.7752540795769687e-43
277,geist,form,1,1.54658685774318e-41
278,geist,god,1,3.565920719878654e-44
279,geist,moved,1,0.7691953033857635
280,geist,of,3,0.14858132718276218
281,geist,spirit,1,1.54658685774318e-41
282,geist,the,6,1.6349241765840914e-07
283,geist,upon,2,1.54658685774318e-41
284,geist,void,1,1.54658685774318e-41
285,geist,was,2,3.565920719878654e-44
286,geist,waters,1,3.565920719878654e-44
287,geist,without,1,1.54658685774318e-41
288,gott,and,7,0.0005808268161470141
289,gott,be,1,3.568667272841636e-44
290,gott,beginning,1,3.3887619850170754e-44
291,gott,created,1,3.3887619850170754e-44
292,gott,darkness,2,1.140359289417608e-44
293,gott,divided,2,2.4144319174029543e-38
294,gott,earth,1,1.2248831178135886e-44
295,gott,from,2,3.1093884419981067e-44
296,gott,god,6,0.8238995817435532
297,gott,good,2,6.813989382420939e-41
298,gott,heaven,1,3.3887619850170754e-44
299,gott,in,1,3.3887619850170754e-44
300,gott,it,2,3.1093884419981067e-44
301,gott,let,1,3.5762817987939253e-41
302,gott,light,6,4.9233761418193846e-45
303,gott,said,1,3.7911071997689216e-44
304,gott,saw,2,1.2835921372567121e-44
305,gott,that,2,6.813989382420939e-41
306,gott,the,9,0.06404997175922418
307,gott,there,2,1.1340332580511277e-44
308,gott,was,3,6.054029172683512e-45
309,gottes,and,4,1.5437433503668534e-42
310,gottes,darkness,1,1.5437433503668534e-42
311,gottes,deep,1,1.54658685774318e-41
312,gottes,earth,1,1.5437433503668534e-42
313,gottes,face,2,1.5437433503668534e-42
314,gottes,form,1,1.54658685774318e-41
315,gottes,god,1,1.5437433503668534e-42
316,gottes,moved,1,0.0015138034254239881
317,gottes,of,3,0.012573818583170476
318,gottes,spirit,1,1.54658685774318e-41
319,gottes,the,6,0.022880468413021406
320,gottes,upon,2,1.54658685774318e-41
321,gottes,void,1,1.54658685774318e-41
322,gottes,was,2,1.5437433503668534e-42
323,gottes,waters,1,1.5437433503668534e-42
324,gottes,without,1,1.54658685774318e-41
325,gut,and,2,3.1528524024911797e-44
326,gut,darkness,1,3.1528524024911797e-44
327,gut,divided,1,5.237429990522325e-44
328,gut,from,1,3.1528524024911797e-44
329,gut,god,2,3.1528524024911797e-44
330,gut,good,1,6.813989382420939e-41
331,gut,it,1,0.847529079242732
332,gut,light,2,3.1528524024911797e-44
333,gut,saw,1,3.1528524024911797e-44
334,gut,that,1,6.813989382420939e-41
335,gut,the,3,3.1528524024911797e-44
336,gut,was,1,3.1528524024911797e-44
337,himmel,and,1,2.819010608590727e-44
338,himmel,beginning,1,3.3887619850170754e-44
339,himmel,created,1,3.3887619850170754e-44
340,himmel,earth,1,2.819010608590727e-44
341,himmel,god,1,2.819010608590727e-44
342,himmel,heaven,1,0.9109447440879194
343,himmel,in,1,3.3887619850170754e-44
344,himmel,the,3,0.0005340689430176316
345,leer,and,4,0.041087226241759145
346,leer,darkness,1,1.54658685774318e-41
347,leer,deep,1,1.54658685774318e-41
348,leer,earth,1,1.54658685774318e-41
349,leer,face,2,1.54658685774318e-41
350,leer,form,1,1.54658685774318e-41
351,leer,god,1,1.54658685774318e-41
352,leer,moved,1,1.54658685774318e-41
353,leer,of,3,1.5465868577431803e-41
354,leer,spirit,1,1.54658685774318e-41
355,leer,the,6,1.5465868577431803e-41
356,leer,upon,2,1.54658685774318e-41
357,leer,void,1,1.54658685774318e-41
358,leer,was,2,1.54658685774318e-41
359,leer,waters,1,1.54658685774318e-41
360,leer,without,1,1.54658685774318e-41
361,licht,and,12,3.14453448175916e-14
362,licht,be,2,3.568667272841636e-44
363,licht,called,2,1.2801823742297671e-44
364,licht,darkness,3,1.140359289417608e-44
365,licht,day,2,1.2682192144647973e-44
366,licht,divided,2,5.237429990522325e-44
367,licht,evening,1,2.3775972047277766e-41
368,licht,first,1,3.0258102895763997e-44
369,licht,from,2,3.1093884419981067e-44
370,licht,god,7,4.967283679763376e-45
371,licht,good,2,6.813989382420939e-41
372,licht,he,1,2.3775972047277766e-41
373,licht,it,2,3.1093884419981067e-44
374,licht,let,2,3.5762817987939253e-41
375,licht,light,9,0.8752866436196581
376,licht,morning,1,2.3775972047277766e-41
377,licht,night,1,2.3775972047277766e-41
378,licht,said,2,3.7911071997689216e-44
379,licht,saw,2,1.2835921372567121e-44
380,licht,that,2,6.813989382420939e-41
381,licht,the,11,9.310007295964305e-45
382,licht,there,4,1.1340332580511277e-44
383,licht,was,4,0.014717837998749383
384,licht,were,1,2.3775972047277766e-41
385,morgen,and,4,1.283345442646782e-44
386,morgen,called,2,1.283345442646782e-44
387,morgen,darkness,1,1.283345442646782e-44
388,morgen,day,2,1.283345442646782e-44
389,morgen,evening,1,2.3775972047277766e-41
390,morgen,first,1,3.0258102895763997e-44
391,morgen,god,1,1.283345442646782e-44
392,morgen,he,1,2.3775972047277766e-41
393,morgen,light,1,1.283345442646782e-44
394,morgen,morning,1,0.34498049464585956
395,morgen,night,1,2.3775972047277766e-41
396,morgen,the,5,0.04574622903481879
397,morgen,were,1,0.34498049464585956
398,nacht,and,4,3.315021109027003e-44
399,nacht,called,2,0.3352964825840344
400,nacht,darkness,1,3.315021109027003e-44
401,nacht,day,2,3.315021109027003e-44
402,nacht,evening,1,2.3775972047277766e-41
403,nacht,first,1,3.315021109027003e-44
404,nacht,god,1,3.315021109027003e-44
405,nacht,he,1,0.03244601509535687
406,nacht,light,1,3.315021109027003e-44
407,nacht,morning,1,2.3775972047277766e-41
408,nacht,night,1,0.003013638060074766
409,nacht,the,5,5.899871803224763e-19
410,nacht,were,1,2.3775972047277766e-41
411,nannte,and,4,1.8828266413857645e-44
412,nannte,called,2,0.8966663736261189
413,nannte,darkness,1,1.8828266413857645e-44
414,nannte,day,2,1.8828266413857645e-44
415,nannte,evening,1,2.3775972047277766e-41
416,nannte,first,1,3.0258102895763997e-44
417,nannte,god,1,1.8828266413857645e-44
418,nannte,he,1,2.3775972047277766e-41
419,nannte,light,1,1.8828266413857645e-44
420,nannte,morning,1,2.3775972047277766e-41
421,nannte,night,1,2.3775972047277766e-41
422,nannte,the,5,1.8828266413857645e-44
423,nannte,were,1,2.3775972047277766e-41
424,sah,and,2,3.1528524024911797e-44
425,sah,darkness,1,3.1528524024911797e-44
426,sah,divided,1,5.237429990522325e-44
427,sah,from,1,3.1528524024911797e-44
428,sah,god,2,3.1528524024911797e-44
429,sah,good,1,6.813989382420939e-41
430,sah,it,1,3.1528524024911797e-44
431,sah,light,2,3.1528524024911797e-44
432,sah,saw,1,0.847529079242732
433,sah,that,1,6.813989382420939e-41
434,sah,the,3,3.1528524024911797e-44
435,sah,was,1,3.1528524024911797e-44
436,schied,and,2,1.31166966052278e-40
437,schied,darkness,1,1.31166966052278e-40
438,schied,divided,1,0.7442075905379762
439,schied,from,1,1.31166966052278e-40
440,schied,god,2,0.008149116456045477
441,schied,good,1,1.31166966052278e-40
442,schied,it,1,1.31166966052278e-40
443,schied,light,2,1.31166966052278e-40
444,schied,saw,1,1.31166966052278e-40
445,schied,that,1,1.31166966052278e-40
446,schied,the,3,1.31166966052278e-40
447,schied,was,1,1.31166966052278e-40
448,schuf,and,1,3.3347055053981686e-44
449,schuf,beginning,1,3.3887619850170754e-44
450,schuf,created,1,0.9109447440879194
451,schuf,earth,1,3.3347055053981686e-44
452,schuf,god,1,9.238474430325982e-41
453,schuf,heaven,1,3.3887619850170754e-44
454,schuf,in,1,3.3887619850170754e-44
455,schuf,the,3,3.3661819368257673e-44
456,schwebte,and,4,1.5462532769673992e-41
457,schwebte,darkness,1,1.5462532769673992e-41
458,schwebte,deep,1,1.54658685774318e-41
459,schwebte,earth,1,1.5462532769673992e-41
460,schwebte,face,2,1.5462532769673992e-41
461,schwebte,form,1,1.54658685774318e-41
462,schwebte,god,1,1.5462532769673992e-41
463,schwebte,moved,1,1.54658685774318e-41
464,schwebte,of,3,3.853816468253741e-21
465,schwebte,spirit,1,1.54658685774318e-41
466,schwebte,the,6,0.04484934957762565
467,schwebte,upon,2,1.54658685774318e-41
468,schwebte,void,1,1.54658685774318e-41
469,schwebte,was,2,1.5462532769673992e-41
470,schwebte,waters,1,1.5462532769673992e-41
471,schwebte,without,1,1.54658685774318e-41
472,sprach,and,2,1.4935600431480028e-44
473,sprach,be,1,3.568667272841636e-44
474,sprach,god,1,1.4935600431480028e-44
475,sprach,let,1,0.28255197202573656
476,sprach,light,2,1.4935600431480028e-44
477,sprach,said,1,0.9016590379334011
478,sprach,there,2,1.4935600431480028e-44
479,sprach,was,1,1.4935600431480028e-44
480,tag,and,8,1.2795131361631106e-44
481,tag,called,4,1.2801823742297671e-44
482,tag,darkness,2,1.2795131361631106e-44
483,tag,day,4,0.9257426073880187
484,tag,evening,2,2.3775972047277766e-41
485,tag,first,2,3.0258102895763997e-44
486,tag,god,2,1.2795131361631106e-44
487,tag,he,2,2.3775972047277766e-41
488,tag,light,2,1.2795131361631106e-44
489,tag,morning,2,2.3775972047277766e-41
490,tag,night,2,2.3775972047277766e-41
491,tag,the,10,4.277440231936945e-30
492,tag,were,2,2.3775972047277766e-41
493,tiefe,and,4,1.5465797087194255e-41
494,tiefe,darkness,1,1.5465797087194255e-41
495,tiefe,deep,1,1.54658685774318e-41
496,tiefe,earth,1,1.5465797087194255e-41
497,tiefe,face,2,1.5465797087194255e-41
498,tiefe,form,1,1.54658685774318e-41
499,tiefe,god,1,1.5465797087194255e-41
500,tiefe,moved,1,1.54658685774318e-41
501,tiefe,of,3,1.5465797087194255e-41
502,tiefe,spirit,1,1.54658685774318e-41
503,tiefe,the,6,0.04574622903481879
504,tiefe,upon,2,1.54658685774318e-41
505,tiefe,void,1,1.54658685774318e-41
506,tiefe,was,2,1.5465797087194255e-41
507,tiefe,waters,1,1.5465797087194255e-41
508,tiefe,without,1,1.54658685774318e-41
509,und,and,35,0.4685670356119652
510,und,be,2,3.568667272841636e-44
511,und,beginning,1,3.3887619850170754e-44
512,und,called,6,4.117891700834016e-35
513,und,created,1,3.3887619850170754e-44
514,und,darkness,8,0.035054326826131216
515,und,day,6,1.2682192144647973e-44
516,und,deep,4,1.54658685774318e-41
517,und,divided,1,5.237429990522325e-44
518,und,earth,5,1.2248831178135886e-44
519,und,evening,3,2.3775972047277766e-41
520,und,face,8,1.7752540795769687e-43
521,und,first,3,3.025810289576399e-44
522,und,form,4,0.03197200773665437
523,und,from,1,3.1093884419981067e-44
524,und,god,12,0.06149595236501601
525,und,good,1,6.813989382420939e-41
526,und,he,3,2.3775972047277766e-41
527,und,heaven,1,3.3887619850170754e-44
528,und,in,1,3.3887619850170754e-44
529,und,it,1,3.1093884419981067e-44
530,und,let,2,3.5762817987939253e-41
531,und,light,9,2.9013460455760736e-45
532,und,morning,3,2.3775972047277766e-41
533,und,moved,4,1.54658685774318e-41
534,und,night,3,2.3775972047277766e-41
535,und,of,12,6.219005250822331e-45
536,und,said,2,3.7911071997689216e-44
537,und,saw,1,1.2835921372567121e-44
538,und,spirit,4,1.54658685774318e-41
539,und,that,1,6.813989382420939e-41
540,und,the,45,0.14610905196998894
541,und,there,4,1.1340332580511277e-44
542,und,upon,8,0.007903019105154622
543,und,void,4,0.03197201729291063
544,und,was,11,3.9769558199855035e-06
545,und,waters,4,2.9856139740007055e-44
546,und,were,3,2.3775972047277766e-41
547,und,without,4,0.022888689150487404
548,von,and,2,3.1528524024911797e-44
549,von,darkness,1,3.1528524024911797e-44
550,von,divided,1,5.237429990522325e-44
551,von,from,1,0.847529079242732
552,von,god,2,3.1528524024911797e-44
553,von,good,1,6.813989382420939e-41
554,von,it,1,3.1528524024911797e-44
555,von,light,2,3.1528524024911797e-44
556,von,saw,1,3.1528524024911797e-44
557,von,that,1,6.813989382420939e-41
558,von,the,3,3.1528524024911797e-44
559,von,was,1,3.1528524024911797e-44
560,war,and,10,0.007815642366957311
561,war,darkness,3,1.140359289417608e-44
562,war,deep,2,1.54658685774318e-41
563,war,divided,1,5.237429990522325e-44
564,war,earth,2,1.2248831178135886e-44
565,war,face,4,1.7752540795769687e-43
566,war,form,2,1.54658685774318e-41
567,war,from,1,3.1093884419981067e-44
568,war,god,4,6.976019984172574e-45
569,war,good,1,6.813989382420939e-41
570,war,it,1,3.1093884419981067e-44
571,war,light,2,6.976019984172574e-45
572,war,moved,2,1.54658685774318e-41
573,war,of,6,6.976019984172574e-45
574,war,saw,1,1.2835921372567121e-44
575,war,spirit,2,1.54658685774318e-41
576,war,that,1,6.813989382420939e-41
577,war,the,15,1.7214455063498668e-09
578,war,upon,4,1.54658685774318e-41
579,war,void,2,1.54658685774318e-41
580,war,was,5,0.7665888687361028
581,war,waters,2,2.9856139740007055e-44
582,war,without,2,0.0012111547634542396
583,ward,and,6,0.07646193604431946
584,ward,be,1,2.938483677831483e-42
585,ward,called,2,2.938483677831483e-42
586,ward,darkness,1,2.938483677831483e-42
587,ward,day,2,2.938483677831483e-42
588,ward,evening,1,2.3775972047277766e-41
589,ward,first,1,2.938483677831483e-42
590,ward,god,2,2.938483677831483e-42
591,ward,he,1,2.3775972047277766e-41
592,ward,let,1,3.5762817987939253e-41
593,ward,light,3,0.00041165460531357245
594,ward,morning,1,2.3775972047277766e-41
595,ward,night,1,2.3775972047277766e-41
596,ward,said,1,2.938483677831483e-42
597,ward,the,5,2.938483677831483e-42
598,ward,there,2,0.014742454687460655
599,ward,was,1,3.7506784286498526e-10
600,ward,were,1,2.3775972047277766e-41
601,wasser,and,4,2.98561390540376e-44
602,wasser,darkness,1,2.98561390540376e-44
603,wasser,deep,1,1.54658685774318e-41
604,wasser,earth,1,2.98561390540376e-44
605,wasser,face,2,1.7752540795769687e-43
606,wasser,form,1,1.54658685774318e-41
607,wasser,god,1,2.98561390540376e-44
608,wasser,moved,1,1.54658685774318e-41
609,wasser,of,3,2.98561390540376e-44
610,wasser,spirit,1,1.54658685774318e-41
611,wasser,the,6,2.98561390540376e-44
612,wasser,upon,2,1.54658685774318e-41
613,wasser,void,1,1.54658685774318e-41
614,wasser,was,2,2.98561390540376e-44
615,wasser,waters,1,0.8025731332965276
616,wasser,without,1,1.54658685774318e-41
617,werde,and,2,3.1957267144507166e-44
618,werde,be,1,0.906758170448208
619,werde,god,1,3.1957267144507166e-44
620,werde,let,1,3.5762817987939253e-41
621,werde,light,2,3.1957267144507166e-44
622,werde,said,1,3.7911071997689216e-44
623,werde,there,2,4.1019499702993725e-11
624,werde,was,1,3.1957267144507166e-44
625,wüst,and,4,0.041087226241759145
626,wüst,darkness,1,1.54658685774318e-41
627,wüst,deep,1,1.54658685774318e-41
628,wüst,earth,1,1.54658685774318e-41
629,wüst,face,2,1.54658685774318e-41
630,wüst,form,1,1.54658685774318e-41
631,wüst,god,1,1.54658685774318e-41
632,wüst,moved,1,1.54658685774318e-41
633,wüst,of,3,1.5465868577431803e-41
634,wüst,spirit,1,1.54658685774318e-41
635,wüst,the,6,1.5465868577431803e-41
636,wüst,upon,2,1.54658685774318e-41
637,wüst,void,1,1.54658685774318e-41
638,wüst,was,2,1.54658685774318e-41
639,wüst,waters,1,1.54658685774318e-41
640,wüst,without,1,1.54658685774318e-41
