,source,target,alignment_count,verse_score,alignment_score
0,a,רָקִ֖יעַ,1,0.41982480982658793,0.2669743447849812
1,above,מֵ,1,0.23308178115973377,0.16653305450423656
2,and,אָ֗רֶץ,1,0.3808772869420533,0.097586661938789
3,and,בֹ֔הוּ,1,0.3808772869420533,0.15773989106332742
4,and,וְ,5,0.4291919407071775,0.20137746825771216
5,and,וַ,7,0.4046766935226995,0.3514604498734518
6,and,וַֽ,3,0.47400282541475686,0.24916290912946817
7,and,י֔וֹם,1,0.410172856819939,0.23502583769653243
8,and,יְהִי,2,0.410172856819939,0.1192676196770395
9,and,לָ֑יְלָה,1,0.410172856819939,0.21346444927330863
10,and,תֹ֨הוּ֙,1,0.3808772869420533,0.21988564637514452
11,be,יְהִ֣י,1,0.6016627626043927,0.38186473731681714
12,be,יְהִ֥י,1,0.41982480982658793,0.26635158152729654
13,beginning,אֱלֹהִ֑ים,1,0.5931549858897882,0.2629922404974936
14,beginning,בָּרָ֣א,1,0.5931549858897882,0.3917232994642602
15,called,אֱלֹהִ֤ים,1,0.410172856819939,0.23400962298696715
16,called,יִּקְרָ֨א,1,0.410172856819939,0.21302899398610106
17,created,אֵ֥ת,1,0.5931549858897882,0.31914998508506365
18,darkness,וְ,2,0.39552507188099617,0.1473973850034744
19,darkness,חֹֽשֶׁךְ,1,0.46745643154425476,0.42951974928433534
20,day,אֶחָֽד,1,0.410172856819939,0.3712187116373494
21,day,אוֹר֙,1,0.410172856819939,0.22582329767086087
22,deep,תְה֑וֹם,1,0.3808772869420533,0.19970632439064406
23,divide,מַבְדִּ֔יל,1,0.41982480982658793,0.217667172401037
24,divided,הָ,1,0.46745643154425476,0.24927546437286172
25,earth,אָֽרֶץ,1,0.5931549858897882,0.6042081444825552
26,earth,הָ,1,0.3808772869420533,0.2787343621445801
27,evening,וַֽ,1,0.410172856819939,0.14531467286969332
28,face,עַל,2,0.3808772869420533,0.17874847691050905
29,firmament,עַ֣ל,1,0.23308178115973377,0.15537005269912005
30,firmament,רָקִ֑יעַ,1,0.23308178115973377,0.13177760787509432
31,first,י֥וֹם,1,0.410172856819939,0.29067787181504867
32,form,הָיְתָ֥ה,1,0.3808772869420533,0.2287113545368218
33,from,בֵ֥ין,1,0.46745643154425476,0.2985267307877909
34,from,וּ,2,0.35026910635199426,0.15960852739577586
35,from,לָ,1,0.41982480982658793,0.2666987199866523
36,god,אֱלֹהִ֑ים,1,0.5931549858897882,0.3520373642056694
37,god,אֱלֹהִ֔ים,3,0.422719509437632,0.18856822170406443
38,god,וַ,5,0.42643972839098165,0.27750717423415294
39,good,יַּבְדֵּ֣ל,1,0.46745643154425476,0.22336181221672805
40,he,לַ,1,0.410172856819939,0.17416044584248772
41,heaven,אֵ֥ת,1,0.5931549858897882,0.14337694667026646
42,heaven,שָּׁמַ֖יִם,1,0.5931549858897882,0.26014715306333275
43,in,בְּ,2,0.5064898978581881,0.4248182435101342
44,in,רֵאשִׁ֖ית,1,0.5931549858897882,0.24627155095034647
45,it,וַֽ,1,0.23308178115973377,0.2187761164740247
46,it,ט֑וֹב,1,0.46745643154425476,0.2086871644940765
47,it,מַבְדִּ֔יל,1,0.41982480982658793,0.25994264260160654
48,let,אֱלֹהִ֖ים,1,0.6016627626043927,0.4873572602308189
49,let,יֹּ֣אמֶר,1,0.41982480982658793,0.1988949910711296
50,let,יהִ֣י,1,0.41982480982658793,0.2628973804398851
51,light,א֑וֹר,1,0.6016627626043927,0.4799012469988715
52,light,א֖וֹר,2,0.46745643154425476,0.14574780698280906
53,light,אֽוֹר,1,0.6016627626043927,0.6503217066537845
54,made,אֱלֹהִים֮,1,0.23308178115973377,0.21494228949461264
55,made,יַּ֣עַשׂ,1,0.23308178115973377,0.1643144368992908
56,midst,ת֣וֹךְ,1,0.41982480982658793,0.19291289231897968
57,morning,יְהִי,1,0.410172856819939,0.20316425034508273
58,moved,מְרַחֶ֖פֶת,1,0.3808772869420533,0.22102111979680894
59,night,קָ֣רָא,1,0.410172856819939,0.20015414842257442
60,of,הַ,1,0.41982480982658793,0.2322849163417413
61,of,מְרַחֶ֖פֶת,1,0.3808772869420533,0.11125177063281383
62,of,מָּֽיִם,1,0.3808772869420533,0.1443280008577362
63,of,עַל,2,0.3808772869420533,0.16080638690140847
64,of,פְּנֵ֥י,1,0.3808772869420533,0.2094370623165726
65,of,ר֣וּחַ,1,0.3808772869420533,0.18484637703725718
66,said,יֹּ֣אמֶר,1,0.41982480982658793,0.3222484466311626
67,said,יֹּ֥אמֶר,1,0.6016627626043927,0.4740421983332736
68,saw,אֱלֹהִ֛ים,1,0.46745643154425476,0.29207804951837735
69,saw,יַּ֧רְא,1,0.46745643154425476,0.17803614028369844
70,saw,כִּי,1,0.46745643154425476,0.18950344542147632
71,so,כֵֽן,1,0.23308178115973377,0.3102108098652827
72,spirit,ר֣וּחַ,1,0.3808772869420533,0.20788640615787485
73,that,א֖וֹר,1,0.46745643154425476,0.2020359880116986
74,the,אֲשֶׁ֖ר,1,0.23308178115973377,0.10579957428660197
75,the,אֲשֶׁר֙,1,0.23308178115973377,0.08844192973918101
76,the,אֶת,2,0.35026910635199426,0.19310679566003308
77,the,בֵ֣ין,1,0.23308178115973377,0.1428308403597784
78,the,בֹ֖קֶר,1,0.410172856819939,0.24595959202444248
79,the,בֵּ֥ין,2,0.4436406206854213,0.184125241659098
80,the,הַ,6,0.41903668419816764,0.2148825284573187
81,the,הָ,3,0.4023713513305251,0.2944471002781738
82,the,וְ,1,0.3808772869420533,0.21573627873849616
83,the,חֹ֖שֶׁךְ,3,0.3906424769013485,0.12811306337820688
84,the,יַּבְדֵּ֗ל,1,0.23308178115973377,0.15506316857706268
85,the,לַ,1,0.410172856819939,0.13630253291528296
86,the,לָ,3,0.3543598159354202,0.21202153637595786
87,the,מֵ,1,0.23308178115973377,0.1570311174002805
88,the,מַּ֔יִם,1,0.23308178115973377,0.07153523972669508
89,the,מָּ֑יִם,1,0.41982480982658793,0.27054404525132014
90,the,עֶ֥רֶב,1,0.410172856819939,0.1755234913696716
91,the,פְּנֵ֣י,1,0.3808772869420533,0.22012788296952962
92,the,רֵאשִׁ֖ית,1,0.5931549858897882,0.4534281965420992
93,the,רָקִ֔יעַ,1,0.23308178115973377,0.1184444679531443
94,the,רָקִיעַ֒,1,0.23308178115973377,0.1064019627046273
95,the,ת֣וֹךְ,1,0.41982480982658793,0.27137325565956544
96,the,תְה֑וֹם,1,0.3808772869420533,0.13938673550456565
97,there,א֑וֹר,1,0.6016627626043927,0.09431765861826542
98,there,יְהִ֣י,1,0.6016627626043927,0.38355928408246737
99,there,יְהִ֥י,1,0.41982480982658793,0.22636430034787053
100,under,מִ,1,0.23308178115973377,0.1831712084895863
101,upon,עַל,2,0.3808772869420533,0.14781290815681544
102,void,וָ,1,0.3808772869420533,0.1879991760503014
103,was,הָ,2,0.424166859243154,0.1275945631695331
104,was,וְ,1,0.3808772869420533,0.18904543848016434
105,was,יְהִי,2,0.4173722718820632,0.3568920756164248
106,waters,הַ,3,0.344594625976125,0.16268681446135247
107,waters,וִ,1,0.41982480982658793,0.24398247839473305
108,waters,יהִ֣י,1,0.41982480982658793,0.13210409852659652
109,waters,לָ,1,0.23308178115973377,0.053298625374620524
110,waters,מַ֖יִם,1,0.41982480982658793,0.2922583189715262
111,waters,מָֽיִם,1,0.41982480982658793,0.421889829310428
112,were,יְהִי,1,0.410172856819939,0.21620901233235953
113,without,אָ֗רֶץ,1,0.3808772869420533,0.2073553048068903
